timestamp,value
2014-02-08 13:55:00,27.86689974
2014-02-08 14:00:00,27.00944268
2014-02-08 14:05:00,27.05223016
2014-02-08 14:10:00,26.90334248
2014-02-08 14:15:00,26.43806278
2014-02-08 14:20:00,27.60635926
2014-02-08 14:25:00,27.02299853
2014-02-08 14:30:00,25.88775208
2014-02-08 14:35:00,26.57709669
2014-02-08 14:40:00,27.86252302
2014-02-08 14:45:00,26.7177708
2014-02-08 14:50:00,27.13922521
2014-02-08 14:55:00,27.44186472
2014-02-08 15:00:00,26.43479209
2014-02-08 15:05:00,27.01604579
2014-02-08 15:10:00,26.63045192
2014-02-08 15:15:00,26.81343428
2014-02-08 15:20:00,26.71674166
2014-02-08 15:25:00,28.13966046
2014-02-08 15:30:00,27.30947589
2014-02-08 15:35:00,29.25443175
2014-02-08 15:40:00,27.8822206
2014-02-08 15:45:00,28.76582717
2014-02-08 15:50:00,28.51500186
2014-02-08 15:55:00,29.08801264
2014-02-08 16:05:00,30.281602000000003
2014-02-08 16:10:00,30.04490016
2014-02-08 16:15:00,30.24229096
2014-02-08 16:20:00,30.54091457
2014-02-08 16:40:00,30.09155091
2014-02-08 16:45:00,30.19489085
2014-02-08 17:05:00,30.4335528
2014-02-08 17:50:00,30.49232606
2014-02-09 06:00:00,30.67199471
2014-02-09 06:15:00,30.79829419
2014-02-09 06:50:00,30.7490175
2014-02-09 06:55:00,30.64807823
2014-02-09 07:00:00,30.68700009
2014-02-09 07:10:00,30.22603884
2014-02-09 07:25:00,30.18797053
2014-02-09 07:30:00,29.81913504
2014-02-09 07:45:00,30.08070418
2014-02-09 07:50:00,30.74814355
2014-02-09 07:55:00,30.33908486
2014-02-09 08:00:00,30.20230209
2014-02-09 08:05:00,30.28800307
2014-02-09 08:10:00,30.08058068
2014-02-09 08:30:00,30.03444646
2014-02-09 08:35:00,30.02144253
2014-02-09 08:40:00,29.42616166
2014-02-09 08:45:00,30.44556784
2014-02-09 08:55:00,30.24051153
2014-02-09 09:10:00,29.9492614
2014-02-09 09:15:00,30.6985552
2014-02-09 09:20:00,29.58859552
2014-02-09 09:30:00,30.22828132
2014-02-09 09:45:00,30.47071162
2014-02-09 09:50:00,29.83845524
2014-02-09 09:55:00,29.8409167
2014-02-09 10:05:00,30.63659232
2014-02-09 10:10:00,29.66527319
2014-02-09 10:15:00,29.54228857
2014-02-09 10:30:00,30.72721278
2014-02-09 10:50:00,30.5728712
2014-02-09 10:55:00,29.60733531
2014-02-09 11:05:00,29.78973653
2014-02-09 11:20:00,29.81358016
2014-02-09 11:30:00,30.25417261
2014-02-15 14:35:00,103.5743446
2014-02-15 14:45:00,104.2462548
2014-02-15 15:05:00,103.569582
2014-02-15 15:10:00,103.9413343
2014-02-15 15:15:00,103.7575372
2014-02-15 15:25:00,103.6289401
